ad_description,ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,condition,construct_date,energetic_certif,floor,garage,garden,ground_size,heating,house_id,house_type,house_type2,kitchen,lift,loc_city,loc_district,loc_full,loc_neigh,loc_street,loc_zone,m2_real,m2_useful,obtention_date,orientation,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,unfurnished
"Piso en PLAZA ROJA con ORIENTACIÓN SUR. Consta de  salón con acceso a balcón orientado a Plaza Roja, 2 habitaciones ( 3 de origen) Habitación principal, muy amplia, con baño completo y armario empotrado, cocina office con tendedero. Parcela de garaje directa con trastero. Cercano a todos los servicios y en PLENO CENTRO.",Anuncio actualizado el 4 de marzo,0,0,2,0,0,segunda mano/buen estado,,,planta 6ª exterior,plaza de garaje incluida en el precio,0,,,81607100,Piso,,,1,Galdakao,," , Galdakao , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",95,87,2019-03-25,sur,289000,0,2,1,0,0,
"Se vende bajo seminuevo y muy soleado en zona residencial de Lemoa,, , La vivienda tiene una superficie útil de 85m2 y consta de salón-comedor, cocina totalmente equipada,  3 dormitorios y 2 baños.  Desde la cocina y el salón se accede al jardín de 70m2 y 50m2 de terraza además de un sensacional txoko totalmente equipado con chimenea., , El precio incluye garaje cerrado de acceso directo de 20m2., ,Mejor verlo!  .",Anuncio actualizado el 11 de febrero,0,0,2,0,0,segunda mano/buen estado,2009,,bajo exterior,plaza de garaje incluida en el precio,1,,,83103075,Piso,,,1,Lemoa,," , Lemoa , Arratia-Nervión, Vizcaya ",,,"Arratia-Nervión, Vizcaya",210,85,2019-03-25,"sur, este",300000,0,3,0,0,0,
"Chalet adosado con una superficie útil de 180 mts2 distribuidos en:,-Planta sótano: garaje para 2 coches y espacio de 15 mts2 para txoko, gimnasio, trastero.. .,-Planta principal: un hall, cocina totalmente equipada, aseo y un salón con salida directa a terraza y jardín.,-Planta 1ª: 3 dormitorios y baño.,-Planta 2ª: habitación diáfana con baño incorporado y con salida directa a terraza. Vistas espectaculares. ,La vivienda se encuentra en estado impecable. Situada en una zona muy céntrica y próxima a la playa, comercios...",Anuncio actualizado el 28 de noviembre,0,1,3,1,0,segunda mano/buen estado,1999,,4 plantas,plaza de garaje incluida en el precio,1,,calefacción individual: gas natural,83303473, Chalet adosado,chalet adosado,,,Gorliz,talaia," talaia , Gorliz , Uribe-Butroe, Vizcaya ",,,"Uribe-Butroe, Vizcaya",200,180,2019-03-25,"norte, sur, oeste",420000,0,4,1,0,1,
"Te ofrecemos un piso en una ZONA TRANQUILA, con VISTAS  y  orientación Oeste., , El inmueble está distribuido en 3 habitaciones, salón con terraza, amplia cocina equipada con acceso a tendedero, baño completo., , Calefacción de gas natural. Amplio trastero de unos 12 mts. aprox  y camarote., , La vivienda se entrega semi-amueblada., , En la zona hay un parking,   una zona de juegos infantiles y jardines., ,Cercano a  colegios y parada de bus.",Anuncio actualizado el 1 de febrero,0,0,1,0,0,,,,planta 3ª exterior,,0,,,83466186,Piso,,,0,Galdakao,," , Galdakao , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",67,65,2019-03-25,,125000,0,3,1,0,1,
"Chalet unifamiliar en Gandia (Gorliz), dos plantas+ático, 5 habitaciones, 2 baños y 3 aseos en plantas, cocina, dos salones, terraza y mirador, amplio txoko, garaje-taller (para dos coches), terreno de 800 mts2, piscina de superficie con sus elementos de mantenimiento, frutales, jardín con riego automático y caseta de aperos. Vivienda muy luminosa, con orientación suroeste y vistas despejadas. Junto a un parque y zonas ajardinadas. Muy próximo a la ría y a la estación de Metro. .",Anuncio actualizado el 7 de enero,0,0,2,1,0,segunda mano/para reformar,,en trámite,3 plantas,plaza de garaje incluida en el precio,1,,,38950917, Casa o chalet independiente,casa o chalet independiente,,,Gorliz,Carretera gandia bidea," Carretera gandia bidea , Gorliz , Uribe-Butroe, Vizcaya ",,,"Uribe-Butroe, Vizcaya",800,360,2019-03-25,este,645000,0,5,1,1,1,
"PISO EN ALGORTA en la zona de Sarrikobaso, con una superficie de 95 m2, distribuidos en salón comedor, 3 dormitorios (ppal con baño) con armarios, 2 baños, cocina equipada con tendedero. Para entrar a vivir,Dispone de calefacción y a/c central. Totalmente exterior. Ventanas de PVC.,Incluidos en el precio el garaje y camarote de 25 m2 con ventana. ,Hay ascensor en la finca.,Disponemos de más inmuebles en venta, consúltenos sin compromiso.",Anuncio actualizado el 20 de marzo,0,0,2,1,0,segunda mano/buen estado,,en trámite,planta 1ª exterior,plaza de garaje incluida en el precio,0,,calefacción central,84095369,Piso,,,0,Getxo,Distrito Algorta," ELORRI , Barrio Sarrikobaso , Distrito Algorta , Getxo , Gran Bilbao, Vizcaya ",Barrio Sarrikobaso,ELORRI,"Gran Bilbao, Vizcaya",95,94,2019-03-25,,300000,0,3,1,0,0,
"Piso de reciente construcción en estado impecable. Tiene una superficie útil de 89 mts2 distribuidos en: hall, cocina totalmente equipada con salida a balcón (tendedero), salón-comedor de unos 20 mts2 aproximadamente con salida a una pequeña terraza, 2 dormitorios con armarios empotrados, 1 baño con plato de ducha y el dormitorio principal con vestidor y baño.,Parcela de garaje y trastero de 7 mts2. ,Piso muy luminoso y cálido. Orientación suroeste.,Situado en una zona céntrica y tranquila.",Anuncio actualizado el 1 de febrero,0,1,2,1,0,segunda mano/buen estado,2007,en trámite,planta 1ª exterior,plaza de garaje incluida en el precio,0,,calefacción individual,84113487,Piso,,,1,Gorliz,Argiñena," Argiñena , Gorliz , Uribe-Butroe, Vizcaya ",,,"Uribe-Butroe, Vizcaya",97,89,2019-03-25,"sur, oeste",340000,1,3,1,0,1,
"Se vende precioso Chalet Pareado de 280m2 en la mejor urbanización de Barrika. Parcela jardín y zona embaldosada de 600m2.,Planta Principal: Salón-comedor con grandes ventanales, moderna cocina-comedor equipada con salida jardín. 1 habitación, 1 baño.,Planta alta: 3 habitaciones, 2 baños. Habitación principal con vestidor y baño incorporado. Terraza con vistas mar.,Planta semisotano: Garaje 2 coches, despensa, trastero, baño, zona lavado planchado y gimnasio.,Los grandes ventanales de los que dispone el chalet le dotan de una gran claridad y luminosidad. Chalet pareado con absoluta privacidad.",Anuncio actualizado el 20 de marzo,0,0,4,1,0,segunda mano/buen estado,2007,en trámite,2 plantas,plaza de garaje incluida en el precio,1,,calefacción individual: gas natural,84280129, Chalet pareado,chalet pareado,,,Barrika,Bº ATERPETAS," Bº ATERPETAS , Barrika , Uribe-Butroe, Vizcaya ",,,"Uribe-Butroe, Vizcaya",600,270,2019-03-25,"norte, sur, este, oeste",550000,0,4,1,0,1,
"Centro Ascensor. El edificio hace esquina con Juan Bautista Uriarte, por lo que está en el centro., , Piso para reformarlo de cuatro habitaciones, dos baños, salón y amplio camarote con ventana., , Tiene muy buena distribución, con vistas a dos calle. La orientación es Este y Oeste, por lo que es muy soleado., , La vivienda  tiene tres balcones, orientados a las dos calles., ,  , ,  , ,  , ,  , ,.",Anuncio actualizado el 20 de marzo,0,0,2,0,0,segunda mano/para reformar,,,planta 2ª exterior,,0,,,84368086,Piso,,,1,Galdakao,," , Galdakao , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",95,90,2019-03-25,,210000,0,4,0,0,1,
"OPORTUNIDAD PARA INVERSORES O ALQUILER TURISTICO.    Se vende  piso de 60 mts. aprox. para reformar y dejar a gusto en Bruno Mauricio Zabala., , Actualmente se distribuye en cocina, baño, sala y dos habitaciones. Dispone de puerta de entrada de seguridad., , El inmueble se encuentra bien conservado, teniendo rehabilitada la fachada, portal y cubierta, con cámaras de seguridad en portal;      rodeado de todo tipo de servicios, con linea de autobús en la misma puerta y a pocos minutos andando del centro., , No lo dejes escapar.  , ,.",Anuncio actualizado el 5 de marzo,0,0,1,0,0,segunda mano/para reformar,,en trámite,bajo exterior,,0,,,84532751,Piso,,,0,Bilbao,Distrito Ibaiondo," , Barrio Zabala , Distrito Ibaiondo , Bilbao , Gran Bilbao, Vizcaya ",Barrio Zabala,,"Gran Bilbao, Vizcaya",61,,2019-03-25,,114900,0,2,0,0,0,
"OCASIÓN! Vivienda de TRES habitaciones, sala, cocina con comedor, baño. Reformado. c/c gas. Todo EXTERIOR, con vistas y amueblado para entrar a vivir. Ven a verlo, te lo enseñamos!",Anuncio actualizado el 5 de marzo,0,0,1,0,0,segunda mano/buen estado,,en trámite,planta 4ª exterior,,0,,,84540372,Piso,,,0,Sestao,Distrito La Paz - El Carmen - Anunciación," , Distrito La Paz - El Carmen - Anunciación , Sestao , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",65,,2019-03-25,,110000,0,3,0,0,0,
"OCASIÓN! Vivienda en la zona de Albiz, zona llana, ajardinada y tranquila, a un paso del céntro de Sestao. Distribuída en TRES habitaciones, sala, cocina y baño. Accesible, buena altura. Reformado completamente. Ven a verlo, es lo que buscas!",Anuncio actualizado el 7 de marzo,0,0,1,0,0,segunda mano/buen estado,,en trámite,bajo exterior,,0,,,84561549,Piso,,,0,Sestao,Distrito Centro - Albiz - Markonzaga," , Distrito Centro - Albiz - Markonzaga , Sestao , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",70,,2019-03-25,,150000,0,3,0,0,0,
"IMPECABLE. SUPER LUMINOSO. PARA ENTRAR,Bonito piso totalmente exterior y muy muy luminoso. ,Situado en Romo, la vivienda pertenece al municipio de Leioa pero dada su situación goza de todos los beneficios de Las Arenas.,Cuenta con 81 m2 construidos y 73 m3 útiles, distribuidos en: un gran vestíbulo, cocina grande con despensa, 2 habitaciones, 1 cuarto de baño y el salón. Tanto desde el salón como desde la habitación principal se tiene acceso a una TERRAZA CUBIERTA.,Las puertas son de madera, los suelos de tarima flotante y las ventanas de aluminio y los ventanales son muy grandes.,La calefacción es individual a gas natural,Excelente estado de conservación.,El edificio dispone de ASCENSOR.,CAMAROTE de unos 8 m2 a cuya planta se puede acceder desde el ascensor, incluido en el precio.",Anuncio actualizado el 12 de marzo,0,0,1,1,0,segunda mano/buen estado,,en trámite,planta 3ª exterior,,0,,calefacción individual,84633488,Piso,,,1,Leioa,Distrito Lamiako-Txopoeta," Amaia Hiribidea , Distrito Lamiako-Txopoeta , Leioa , Gran Bilbao, Vizcaya ",Amaia Hiribidea,,"Gran Bilbao, Vizcaya",81,,2019-03-25,oeste,260000,0,2,1,0,1,
"En EXCLUSIVA piso en Alcalde Felipe Uhagon, exterior, buena altura, orientacion SUR; edificio de HORMIGON, agua caliente y calefaccion individual de gas natural. Tiene salon, 2 habitaciones, cocina y baño. Bien comunicado con todos los servicios, metro, bus, Alhondiga. Ascensor. NECESITA REFORMAR.",Anuncio actualizado el 16 de marzo,0,0,1,1,0,segunda mano/para reformar,1962,en trámite,planta 3ª exterior,,0,,,84686464,Piso,,,1,Bilbao,Distrito Indautxu," , Barrio Zona Indautxu , Distrito Indautxu , Bilbao , Gran Bilbao, Vizcaya ",Barrio Zona Indautxu,,"Gran Bilbao, Vizcaya",71,65,2019-03-25,sur,310000,0,3,0,0,0,
"Amplio y bien distribuido piso en la parte alta de Aperribai. Tres espaciosas habitaciones, cocina comedor, baño y sala, todo ello exterior y para entrar a vivir. Desde sus ventanas puede verse una de las mejores panorámicas de toda la zona, lo que unido a la excelente orientación, hace de este inmueble uno de los mas luminosos que pueden encontrarse en este rango de precios.,El piso está equipado con calefacción individual de gas natural y se halla en un óptimo estado de conservación. Además justo al lado del portal está ubicado un aparcamiento de superficie gratuito de gran capacidad.,Solo en Fincas Peña, no pierda la ocasión de conocerlo.",Anuncio actualizado el 10 de mayo,0,0,1,0,0,segunda mano/buen estado,,en trámite,planta 5ª exterior,,0,,,39379187,Piso,,,0,Galdakao,aperribai," aperribai , Galdakao , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",70,,2019-03-25,,105000,0,3,0,0,0,
"¡EXCLUSIVA!, , Piso para entrar a vivir en Barakaldo. Con amplio salón comedor de grandes ventanales y balcón, cocina grande, baño reformado,  dos habitaciones y un gran vestidor. Todo exterior, excepto el baño, con ventanas grandes que hace que la casa sea muy luminosa.  , ,       Preparado para entrar a vivir. Con todos los servicios a un paso (colegios, supermercados, transporte, etc. ), , SI te gusta este inmueble puedes contactar con nostros a través de nuestra página web o bien venir a visitarnos., , Somos Inmobiliaria Fueros20. Te atendemos y ayudamos con la financiación en nuestras oficinas de Paseo de los Fueros, número 20. Tfno. : 944388041, ,.",Anuncio actualizado el 8 de febrero,0,0,1,0,0,segunda mano/buen estado,,en trámite,planta 1ª,,0,,,39621734,Piso,,,0,Barakaldo,Distrito Lasesarre," , Distrito Lasesarre , Barakaldo , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",73,63,2019-03-25,,125000,0,2,0,0,0,
"Viviendas de 3 dormitorios, con terrazas en planta baja y primera, porche de entrada y amplia zona multiusos bajocubierta. En planta sótano, además de garajes individuales con 2 plazas, todas tienen acceso a un txoko y jardín privado. La promoción cuenta con calidades altas, cocina totalmente amueblada y sistema domótico.",Anuncio actualizado el 8 de febrero,0,0,2,0,0,promoción de obra nueva,,,1 planta,,1,,,81714714, Chalet adosado,chalet adosado,,,Bilbao,Distrito Rekalde," Calle Karitateko Alaben Kalea, 76 , Barrio Artatzu-Larraskitu , Distrito Rekalde , Bilbao , Gran Bilbao, Vizcaya ",Barrio Artatzu-Larraskitu,"Calle Karitateko Alaben Kalea, 76","Gran Bilbao, Vizcaya",244,191,2019-03-25,,390000,0,4,0,0,1,
"Amplia vivienda en pleno centro de Portugalete. Junto a parada de autobuses, boca de metro, comercio, zona de ocio, etc.,Edificio de excelentes calidades de construcción. ,Magnífica vecindad.,Semiexterior.,Primera planta que a la calle hace como una segunda.,Dispone de:,Ascensor ,Vídeo portero ,Puerta blindada ,Suelos de madera de elondo,Puertas en madera de sapeli,Totalmente amueblada ,Sus 100m2. Construidos, se encuentran distribuidos en:,Hall,Amplio salón comedor ,Tres dormitorios ,Cocina equipada,Un cuarto de baño completo ,Un aseo,Terraza.",Anuncio actualizado el 20 de marzo,0,0,2,1,0,segunda mano/para reformar,,en trámite,planta 1ª exterior,,0,,,82569929,Piso,,,1,Portugalete,Distrito Buenavista," Abaro , Distrito Buenavista , Portugalete , Gran Bilbao, Vizcaya ",Abaro,,"Gran Bilbao, Vizcaya",100,97,2019-03-25,,269000,0,3,0,0,1,
"D&t inmobiliaria te ofrece piso muy luminoso y completamente reformado en santutxu, cerca de todos los servicios, consta de 3 habitaciones, 2 terrazas cerradas, salón, cocina y baño. Dispone de ascensor y calefacción, se han realizado diversas mejoras en el edificio y está libre de derramas. No pierdas la oportunidad de visitarlo.,Te ofrecemos financiación al 100%, infórmate sin compromiso en nuestra oficina.",Anuncio actualizado el 22 de marzo,0,0,1,0,0,segunda mano/buen estado,1964,,planta 6ª exterior,,0,,calefacción individual: eléctrica,82723178,Piso,,,1,Bilbao,Distrito Begoña - Santutxu," SANTUTXU , Barrio Santutxu-Basarrate , Distrito Begoña - Santutxu , Bilbao , Gran Bilbao, Vizcaya ",Barrio Santutxu-Basarrate,SANTUTXU,"Gran Bilbao, Vizcaya",85,75,2019-03-25,"norte, oeste",216000,0,3,0,0,1,
"PRECIOSO BAJO CON JARDIN CON TXOKO. 120 m2, Hall, amplio salón comedor con salida a jardin, 3 habitaciones, 3 baños (uno en habitación principal) + 1 aseo de cortesia, cocina totalmente equipada con zona de tendedero. Calefacción y a/c a gas individual. En la zona del jardín tenemos un txoko montado con cocina y baño. Plaza de garaje para dos coches y trastero. Finca con ascensor.,Disponemos de más inmuebles en venta, póngase en contacto con nosotros para más información.",Anuncio actualizado el 1 de enero,0,0,4,0,0,segunda mano/buen estado,,en trámite,bajo exterior,plaza de garaje incluida en el precio,1,,calefacción individual: gas natural,82966976,Piso,,,1,Getxo,Distrito Sta. María de Getxo," Calle Martiartu , Distrito Sta. María de Getxo , Getxo , Gran Bilbao, Vizcaya ",Calle Martiartu,,"Gran Bilbao, Vizcaya",120,110,2019-03-25,,530000,0,3,1,0,0,
"CHALET ADOSADO REFORMADO. URBANIZACION CON ZONAS AJARDINADAS Y JUEGOS. PISCINA COMUNITARIA. 140 m2. Disribuidos: Planta principal: Hall, salón comedor con salida a jardin, 1 habitación, 1 aseo, cocina totalmente equipada con comedor de diario. Planta 1ª: 2 Habitaciones, 2 baños ( uno en habitación principal). Planta sótano: Amplia zona de estar con grandes armarios empotrados. Doble plaza de garaje para dos coches grandes. Trastero. ENTRAR A VIVIR.",Anuncio actualizado el 1 de enero,0,0,3,0,0,segunda mano/buen estado,,en trámite,,plaza de garaje incluida en el precio,1,,,82967156, Chalet adosado,chalet adosado,,,Leioa,Distrito Artatza-Pinueta-Pinosolo," Sarriena Auzoa , Distrito Artatza-Pinueta-Pinosolo , Leioa , Gran Bilbao, Vizcaya ",Sarriena Auzoa,,"Gran Bilbao, Vizcaya",140,135,2019-03-25,,430000,0,3,0,1,0,
